Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1424316674,FDV9273,NY,PAS,01/30/2018,67,SDN,TOYOT,P,79330,47130,13450,20180809,88,88,88,949547,0088,0000,1109A,,K,F,161,S OXFORD ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1436677075,EKD5239,NY,PAS,01/30/2018,67,SUBN,DODGE,P,0,0,0,20181002,110,110,110,921489,0110,0000,0549A,,Q,,,W/S JUDGE ST,N/S 43 AVE,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1437018452,DGCB09,FL,PAS,01/30/2018,67,SDN,NISSA,P,24670,53964,14280,0,69,69,69,936238,0069,0000,0933A,,K,F,1574,CANARSIE RD,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1437018490,525154,DE,PAS,01/30/2018,67,SDN,HONDA,P,0,0,0,0,69,69,69,936238,0069,0000,1031A,,K,,,N/W C/O PAERDEGAT 1S,T 78 ST,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1435362731,434QAN,FL,PAS,01/30/2018,67,SDN,ACURA,P,0,0,0,20191216,49,49,49,962112,0049,0000,1050A,,BX,,,C/O MCDONALD ST,EASTCHESTER RD,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0,1994,-,0,,,,,
1436089773,FAC4553,NY,PAS,01/30/2018,67,SDN,TOYOT,P,16885,70208,26075,20180429,123,123,123,962248,0123,0000,1058P,,R,F,2,ASHTON DR,,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,2009,-,0,,,,,
1436089748,W86EPV,NJ,PAS,01/30/2018,67,SDN,HONDA,P,0,40404,40404,0,123,123,123,962248,0123,0000,1037P,,R,F,5,GETSER DR,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1420148783,87313,NY,PAS,01/30/2018,67,SDN,HONDA,P,0,0,0,20190614,26,26,26,929846,0026,0000,0126P,,NY,,,W 113,MSD,0,408,F7,,BBBBBBB,ALL,ALL,SILVE,0,2005,-,0,,,,,
1435321868,BNV3233,NY,PAS,01/30/2018,67,SUBN,NISSA,P,0,0,0,20181006,76,76,76,952268,0076,0000,0525P,,K,,,S/W C/O COURT ST,UNION ST,0,408,D,,BBBBBBB,ALL,ALL,GY,0,1998,-,0,,,,,
1433930729,FYB3954,NY,PAS,01/30/2018,67,SUBN,SATUR,P,42730,31130,24730,20180322,88,88,88,961153,0088,0000,0900A,,K,O,744,FULTON ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2009,-,0,,,,,
1436132411,BWNT17,FL,PAS,01/30/2018,67,SUBN,BMW,P,30240,61690,59200,20180911,101,101,101,963879,0101,0000,0345A,,Q,,,I/F 260 BEACH 20 ST,,0,408,E5,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1434451380,DXP2004,NY,PAS,01/30/2018,67,SDN,TOYOT,P,15790,47040,0,20190730,106,106,106,963264,0106,0000,0502P,,Q,,,75 ST,GLENMORE AVENUE,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1424926294,5NC511,MA,PAS,01/30/2018,67,SDN,TOYOT,P,63290,67396,22190,20180131,105,105,105,957743,0105,0000,1054P,,Q,F,134-49,SPRINGFIELD BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2014,-,0,,,,,
1424316674,FDV9273,NY,PAS,01/30/2018,67,SDN,TOYOT,P,79330,47130,13450,20180809,88,88,88,949547,0088,0000,1109A,,K,F,161,S OXFORD ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
1436677075,EKD5239,NY,PAS,01/30/2018,67,SUBN,DODGE,P,0,0,0,20181002,110,110,110,921489,0110,0000,0549A,,Q,,,W/S JUDGE ST,N/S 43 AVE,0,408,E5,,BBBBBBB,ALL,ALL,BK,0,2007,-,0,,,,,
1437018452,DGCB09,FL,PAS,01/30/2018,67,SDN,NISSA,P,24670,53964,14280,0,69,69,69,936238,0069,0000,0933A,,K,F,1574,CANARSIE RD,,0,408,J6,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
1437018490,525154,DE,PAS,01/30/2018,67,SDN,HONDA,P,0,0,0,0,69,69,69,936238,0069,0000,1031A,,K,,,N/W C/O PAERDEGAT 1S,T 78 ST,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
1435362731,434QAN,FL,PAS,01/30/2018,67,SDN,ACURA,P,0,0,0,20191216,49,49,49,962112,0049,0000,1050A,,BX,,,C/O MCDONALD ST,EASTCHESTER RD,0,408,F2,,BBBBBBB,ALL,ALL,GREY,0,1994,-,0,,,,,
1436089773,FAC4553,NY,PAS,01/30/2018,67,SDN,TOYOT,P,16885,70208,26075,20180429,123,123,123,962248,0123,0000,1058P,,R,F,2,ASHTON DR,,0,408,J6,,BBBBBBB,ALL,ALL,RED,0,2009,-,0,,,,,
1436089748,W86EPV,NJ,PAS,01/30/2018,67,SDN,HONDA,P,0,40404,40404,0,123,123,123,962248,0123,0000,1037P,,R,F,5,GETSER DR,,0,408,F1,,BBBBBBB,ALL,ALL,GY,0,0,-,0,,,,,
1420148783,87313,NY,PAS,01/30/2018,67,SDN,HONDA,P,0,0,0,20190614,26,26,26,929846,0026,0000,0126P,,NY,,,W 113,MSD,0,408,F7,,BBBBBBB,ALL,ALL,SILVE,0,2005,-,0,,,,,
1435321868,BNV3233,NY,PAS,01/30/2018,67,SUBN,NISSA,P,0,0,0,20181006,76,76,76,952268,0076,0000,0525P,,K,,,S/W C/O COURT ST,UNION ST,0,408,D,,BBBBBBB,ALL,ALL,GY,0,1998,-,0,,,,,
1433930729,FYB3954,NY,PAS,01/30/2018,67,SUBN,SATUR,P,42730,31130,24730,20180322,88,88,88,961153,0088,0000,0900A,,K,O,744,FULTON ST,,0,408,F1,,BBBBBBB,ALL,ALL,WHITE,0,2009,-,0,,,,,
1436132411,BWNT17,FL,PAS,01/30/2018,67,SUBN,BMW,P,30240,61690,59200,20180911,101,101,101,963879,0101,0000,0345A,,Q,,,I/F 260 BEACH 20 ST,,0,408,E5,,BBBBBBB,ALL,ALL,BLUE,0,0,-,0,,,,,
1434451380,DXP2004,NY,PAS,01/30/2018,67,SDN,TOYOT,P,15790,47040,0,20190730,106,106,106,963264,0106,0000,0502P,,Q,,,75 ST,GLENMORE AVENUE,0,408,D,,BBBBBBB,ALL,ALL,GY,0,2008,-,0,,,,,
1424926294,5NC511,MA,PAS,01/30/2018,67,SDN,TOYOT,P,63290,67396,22190,20180131,105,105,105,957743,0105,0000,1054P,,Q,F,134-49,SPRINGFIELD BLVD,,0,408,F2,,BBBBBBB,ALL,ALL,BLUE,0,2014,-,0,,,,,
1424316674,FDV9273,NY,PAS,01/30/2018,67,SDN,TOYOT,P,79330,47130,13450,20180809,88,88,88,949547,0088,0000,1109A,,K,F,161,S OXFORD ST,,0,408,F1,,BBBBBBB,ALL,ALL,BL,0,2014,-,0,,,,,
