Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8495932428,HPK1725,NY,PAS,01/17/2018,64,SUBN,FRUEH,T,17870,10210,10110,20190331,17,17,17,367394,T106,I,0224P,,NY,F,248,E 44th St,,0,408,C8,,YYYYYYY,,,WH,,2010,,0,15,"64-No STD Ex Con/DPL, D/S Dec",,,
8495932398,GDD824,FL,PAS,01/17/2018,64,VAN,NS/OT,T,17810,0,0,88880088,17,17,17,367394,T106,I,0159P,,NY,I,N,E 41st St,50ft W/of Tunnel Exi,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,15,"64-No STD Ex Con/DPL, D/S Dec",,,
Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8619205572,90551MK,NY,COM,01/17/2018,64,DELV,INTER,T,17790,10410,25390,20180930,14,14,14,359575,T106,O,1231P,,NY,O,10,E 40th St,,0,408,C8,,YYYYYYY,,,WHITE,,2018,,0,23,"64-No STD Ex Con/DPL, D/S Dec",,,
8620354097,AU260B,NJ,PAS,01/17/2018,64,DELV,FORD,T,17790,10110,97680,88880088,17,17,17,366512,T106,I,0137P,,NY,F,305,E 40th St,,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,01,"64-No STD Ex Con/DPL, D/S Dec",,,
8621657697,AU260B,NJ,PAS,01/17/2018,64,DELV,FORD,T,17890,10110,10010,88880088,17,17,17,347687,MTTF,C,0744A,,NY,F,330,E 45th St,,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,14,"64-No STD Ex Con/DPL, D/S Dec",,,
8621657685,XY662U,NJ,PAS,01/17/2018,64,VAN,FORD,T,17870,10210,10110,20180088,17,17,17,347687,MTTF,C,0739A,,NY,F,248,E 44th St,,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,14,"64-No STD Ex Con/DPL, D/S Dec",,,
8621657673,AP580Z,NJ,PAS,01/17/2018,64,TRAC,FRUEH,T,17870,10210,10110,88880088,17,17,17,347687,MTTF,C,0733A,,NY,F,235,E 44th St,,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,14,"64-No STD Ex Con/DPL, D/S Dec",,,
8620061318,95390MD,NY,COM,01/17/2018,64,VAN,FRUEH,T,17770,24890,10210,88880088,17,17,17,362639,T106,L,0227P,,NY,F,150,E 39th St,,0,408,C8,,YYYYYYY,,,BROWN,,2014,,0,10,"64-No STD Ex Con/DPL, D/S Dec",,,
8621451890,XFGP72,NJ,PAS,01/17/2018,64,REFG,HIN,T,18150,25390,27790,20180088,18,18,18,343470,MTTF,A,1037A,,NY,F,32-34,E 58th St,,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,11,"64-No STD Ex Con/DPL, D/S Dec",,,
8501819785,HJZ4378,NY,PAS,01/17/2018,64,SUBN,ROVER,T,26290,10010,13010,20180828,13,13,13,342900,T501,B,0524P,,NY,F,10,Mitchell Pl,,0,408,C8,,YYYYYYY,,,GY,,2016,,0,CC1,"64-No STD Ex Con/DPL, D/S Dec",,,
8495932428,HPK1725,NY,PAS,01/17/2018,64,SUBN,FRUEH,T,17870,10210,10110,20190331,17,17,17,367394,T106,I,0224P,,NY,F,248,E 44th St,,0,408,C8,,YYYYYYY,,,WH,,2010,,0,15,"64-No STD Ex Con/DPL, D/S Dec",,,
8495932398,GDD824,FL,PAS,01/17/2018,64,VAN,NS/OT,T,17810,0,0,88880088,17,17,17,367394,T106,I,0159P,,NY,I,N,E 41st St,50ft W/of Tunnel Exi,0,408,C8,,YYYYYYY,,,WHITE,,0,,0,15,"64-No STD Ex Con/DPL, D/S Dec",,,
